timestamp,car_id,est_x,est_y,source
36.2,1,30.0,202.5,start
39.7,1,30.0,142.5,inner
50.6,1,30.0,40.0,inner
63.2,1,30.0,40.0,inner
68.3,1,30.0,-50.0,inner
83.5,1,35.0,-150.0,inner
90.9,1,35.0,-200.0,end
