timestamp,car_id,est_x,est_y
36.2,1,30.0,202.5
36.3,1,30.0,202.5
36.4,1,30.0,202.5
36.5,1,30.0,202.5
36.6,1,30.0,202.5
36.7,1,30.0,202.5
36.8,1,30.0,202.5
36.9,1,30.0,202.5
37.0,1,30.0,202.5
37.1,1,30.0,202.5
37.2,1,30.0,202.5
37.3,1,30.0,202.5
37.4,1,30.0,202.5
37.5,1,30.0,202.5
37.6,1,30.0,202.5
37.7,1,30.0,202.5
37.8,1,30.0,202.5
37.9,1,30.0,202.5
38.0,1,30.0,202.5
38.1,1,30.0,202.5
38.2,1,30.0,202.5
38.3,1,30.0,202.5
38.4,1,30.0,202.5
38.5,1,30.0,202.5
38.6,1,30.0,202.5
38.7,1,30.0,202.5
38.8,1,30.0,202.5
38.9,1,30.0,202.5
39.0,1,30.0,202.5
39.1,1,30.0,202.5
39.2,1,30.0,202.5
39.3,1,30.0,202.5
39.4,1,30.0,202.5
39.5,1,30.0,202.5
39.6,1,30.0,202.5
39.7,1,30.0,143.31
39.8,1,30.0,141.56
39.9,1,30.0,139.8
40.0,1,30.0,138.05
40.1,1,30.0,136.29
40.2,1,30.0,134.54
40.3,1,30.0,132.79
40.4,1,30.0,131.03
40.5,1,30.0,129.28
40.6,1,30.0,127.52
40.7,1,30.0,125.77
40.8,1,30.0,124.01
40.9,1,30.0,122.26
41.0,1,30.0,120.5
41.1,1,30.0,118.75
41.2,1,30.0,116.99
41.3,1,30.0,115.24
41.4,1,30.0,113.49
41.5,1,30.0,111.73
41.6,1,30.0,109.98
41.7,1,30.0,108.22
41.8,1,30.0,106.47
41.9,1,30.0,104.71
42.0,1,30.0,102.96
42.1,1,30.0,101.2
42.2,1,30.0,99.45
42.3,1,30.0,97.69
42.4,1,30.0,95.94
42.5,1,30.0,94.19
42.6,1,30.0,92.43
42.7,1,30.0,90.68
42.8,1,30.0,88.92
42.9,1,30.0,87.17
43.0,1,30.0,85.41
43.1,1,30.0,83.66
43.2,1,30.0,81.9
43.3,1,30.0,80.15
43.4,1,30.0,78.39
43.5,1,30.0,76.64
43.6,1,30.0,74.89
43.7,1,30.0,73.13
43.8,1,30.0,71.38
43.9,1,30.0,69.62
44.0,1,30.0,67.87
44.1,1,30.0,66.11
44.2,1,30.0,64.36
44.3,1,30.0,62.6
44.4,1,30.0,60.85
44.5,1,30.0,59.09
44.6,1,30.0,57.34
44.7,1,30.0,55.59
44.8,1,30.0,53.83
44.9,1,30.0,52.08
45.0,1,30.0,50.32
45.1,1,30.0,48.57
45.2,1,30.0,46.81
45.3,1,30.0,45.06
45.4,1,30.0,43.3
45.5,1,30.0,41.55
45.6,1,30.0,39.79
45.7,1,30.0,38.04
45.8,1,30.0,36.29
45.9,1,30.0,34.53
46.0,1,30.0,32.78
46.1,1,30.0,31.02
46.2,1,30.0,29.27
46.3,1,30.0,27.51
46.4,1,30.0,25.76
46.5,1,30.0,24.0
46.6,1,30.0,22.25
46.7,1,30.0,20.49
46.8,1,30.0,18.74
46.9,1,30.0,16.99
47.0,1,30.0,15.23
47.1,1,30.0,13.48
47.2,1,30.0,11.72
47.3,1,30.0,9.97
47.4,1,30.0,8.21
47.5,1,30.0,6.46
47.6,1,30.0,4.7
47.7,1,30.0,2.95
47.8,1,30.0,1.19
47.9,1,30.0,-0.56
48.0,1,30.0,-2.31
48.1,1,30.0,-4.07
48.2,1,30.0,-5.82
48.3,1,30.0,-7.58
48.4,1,30.0,-9.33
48.5,1,30.0,-11.09
48.6,1,30.0,-12.84
48.7,1,30.0,-14.6
48.8,1,30.0,-16.35
48.9,1,30.0,-18.11
49.0,1,30.0,-19.86
49.1,1,30.0,-21.61
49.2,1,30.0,-23.37
49.3,1,30.0,-25.12
49.4,1,30.0,-26.88
49.5,1,30.0,-28.63
49.6,1,30.0,-30.39
49.7,1,30.0,-32.14
49.8,1,30.0,-33.9
49.9,1,30.0,-35.65
50.0,1,30.0,-37.41
50.1,1,30.0,-39.16
50.2,1,30.0,-40.91
50.3,1,30.0,-42.67
50.4,1,30.0,-44.42
50.5,1,30.0,-46.18
50.6,1,30.0,39.92
50.7,1,30.0,39.22
50.8,1,30.0,38.53
50.9,1,30.0,37.83
51.0,1,30.0,37.14
51.1,1,30.0,36.44
51.2,1,30.0,35.75
51.3,1,30.0,35.05
51.4,1,30.0,34.35
51.5,1,30.0,33.66
51.6,1,30.0,32.96
51.7,1,30.0,32.27
51.8,1,30.0,31.57
51.9,1,30.0,30.88
52.0,1,30.0,30.18
52.1,1,30.0,29.49
52.2,1,30.0,28.79
52.3,1,30.0,28.09
52.4,1,30.0,27.4
52.5,1,30.0,26.7
52.6,1,30.0,26.01
52.7,1,30.0,25.31
52.8,1,30.0,24.62
52.9,1,30.0,23.92
53.0,1,30.0,23.23
53.1,1,30.0,22.53
53.2,1,30.0,21.84
53.3,1,30.0,21.14
53.4,1,30.0,20.44
53.5,1,30.0,19.75
53.6,1,30.0,19.05
53.7,1,30.0,18.36
53.8,1,30.0,17.66
53.9,1,30.0,16.97
54.0,1,30.0,16.27
54.1,1,30.0,15.58
54.2,1,30.0,14.88
54.3,1,30.0,14.19
54.4,1,30.0,13.49
54.5,1,30.0,12.79
54.6,1,30.0,12.1
54.7,1,30.0,11.4
54.8,1,30.0,10.71
54.9,1,30.0,10.01
55.0,1,30.0,9.32
55.1,1,30.0,8.62
55.2,1,30.0,7.93
55.3,1,30.0,7.23
55.4,1,30.0,6.53
55.5,1,30.0,5.84
55.6,1,30.0,5.14
55.7,1,30.0,4.45
55.8,1,30.0,3.75
55.9,1,30.0,3.06
56.0,1,30.0,2.36
56.1,1,30.0,1.67
56.2,1,30.0,0.97
56.3,1,30.0,0.28
56.4,1,30.0,-0.42
56.5,1,30.0,-1.12
56.6,1,30.0,-1.81
56.7,1,30.0,-2.51
56.8,1,30.0,-3.2
56.9,1,30.0,-3.9
57.0,1,30.0,-4.59
57.1,1,30.0,-5.29
57.2,1,30.0,-5.98
57.3,1,30.0,-6.68
57.4,1,30.0,-7.38
57.5,1,30.0,-8.07
57.6,1,30.0,-8.77
57.7,1,30.0,-9.46
57.8,1,30.0,-10.16
57.9,1,30.0,-10.85
58.0,1,30.0,-11.55
58.1,1,30.0,-12.24
58.2,1,30.0,-12.94
58.3,1,30.0,-13.63
58.4,1,30.0,-14.33
58.5,1,30.0,-15.03
58.6,1,30.0,-15.72
58.7,1,30.0,-16.42
58.8,1,30.0,-17.11
58.9,1,30.0,-17.81
59.0,1,30.0,-18.5
59.1,1,30.0,-19.2
59.2,1,30.0,-19.89
59.3,1,30.0,-20.59
59.4,1,30.0,-21.28
59.5,1,30.0,-21.98
59.6,1,30.0,-22.68
59.7,1,30.0,-23.37
59.8,1,30.0,-24.07
59.9,1,30.0,-24.76
60.0,1,30.0,-25.46
60.1,1,30.0,-26.15
60.2,1,30.0,-26.85
60.3,1,30.0,-27.54
60.4,1,30.0,-28.24
60.5,1,30.0,-28.94
60.6,1,30.0,-29.63
60.7,1,30.0,-30.33
60.8,1,30.0,-31.02
60.9,1,30.0,-31.72
61.0,1,30.0,-32.41
61.1,1,30.0,-33.11
61.2,1,30.0,-33.8
61.3,1,30.0,-34.5
61.4,1,30.0,-35.19
61.5,1,30.0,-35.89
61.6,1,30.0,-36.59
61.7,1,30.0,-37.28
61.8,1,30.0,-37.98
61.9,1,30.0,-38.67
62.0,1,30.0,-39.37
62.1,1,30.0,-40.06
62.2,1,30.0,-40.76
62.3,1,30.0,-41.45
62.4,1,30.0,-42.15
62.5,1,30.0,-42.84
62.6,1,30.0,-43.54
62.7,1,30.0,-44.24
62.8,1,30.0,-44.93
62.9,1,30.0,-45.63
63.0,1,30.0,-46.32
63.1,1,30.0,-47.02
63.2,1,30.0,39.96
63.3,1,30.0,40.14
63.4,1,30.0,40.33
63.5,1,30.0,40.52
63.6,1,30.0,40.7
63.7,1,30.0,40.89
63.8,1,30.0,41.08
63.9,1,30.0,41.26
64.0,1,30.0,41.45
64.1,1,30.0,41.64
64.2,1,30.0,41.82
64.3,1,30.0,42.01
64.4,1,30.0,42.2
64.5,1,30.0,42.39
64.6,1,30.0,42.57
64.7,1,30.0,42.76
64.8,1,30.0,42.95
64.9,1,30.0,43.13
65.0,1,30.0,43.32
65.1,1,30.0,43.51
65.2,1,30.0,43.69
65.3,1,30.0,43.88
65.4,1,30.0,44.07
65.5,1,30.0,44.25
65.6,1,30.0,44.44
65.7,1,30.0,44.63
65.8,1,30.0,44.82
65.9,1,30.0,45.0
66.0,1,30.0,45.19
66.1,1,30.0,45.38
66.2,1,30.0,45.56
66.3,1,30.0,45.75
66.4,1,30.0,45.94
66.5,1,30.0,46.12
66.6,1,30.0,46.31
66.7,1,30.0,46.5
66.8,1,30.0,46.68
66.9,1,30.0,46.87
67.0,1,30.0,47.06
67.1,1,30.0,47.24
67.2,1,30.0,47.43
67.3,1,30.0,47.62
67.4,1,30.0,47.81
67.5,1,30.0,47.99
67.6,1,30.0,48.18
67.7,1,30.0,48.37
67.8,1,30.0,48.55
67.9,1,30.0,48.74
68.0,1,30.0,48.93
68.1,1,30.0,49.11
68.2,1,30.0,49.3
68.3,1,30.0,-49.6
68.4,1,30.0,-51.57
68.5,1,30.0,-53.53
68.6,1,30.0,-55.5
68.7,1,30.0,-57.47
68.8,1,30.0,-59.43
68.9,1,30.0,-61.4
69.0,1,30.0,-63.37
69.1,1,30.0,-65.34
69.2,1,30.0,-67.3
69.3,1,30.0,-69.27
69.4,1,30.0,-71.24
69.5,1,30.0,-73.2
69.6,1,30.0,-75.17
69.7,1,30.0,-77.14
69.8,1,30.0,-79.11
69.9,1,30.0,-81.07
70.0,1,30.0,-83.04
70.1,1,30.0,-85.01
70.2,1,30.0,-86.97
70.3,1,30.0,-88.94
70.4,1,30.0,-90.91
70.5,1,30.0,-92.87
70.6,1,30.0,-94.84
70.7,1,30.0,-96.81
70.8,1,30.0,-98.78
70.9,1,30.0,-100.74
71.0,1,30.0,-102.71
71.1,1,30.0,-104.68
71.2,1,30.0,-106.64
71.3,1,30.0,-108.61
71.4,1,30.0,-110.58
71.5,1,30.0,-112.55
71.6,1,30.0,-114.51
71.7,1,30.0,-116.48
71.8,1,30.0,-118.45
71.9,1,30.0,-120.41
72.0,1,30.0,-122.38
72.1,1,30.0,-124.35
72.2,1,30.0,-126.32
72.3,1,30.0,-128.28
72.4,1,30.0,-130.25
72.5,1,30.0,-132.22
72.6,1,30.0,-134.18
72.7,1,30.0,-136.15
72.8,1,30.0,-138.12
72.9,1,30.0,-140.09
73.0,1,30.0,-142.05
73.1,1,30.0,-144.02
73.2,1,30.0,-145.99
73.3,1,30.0,-147.95
73.4,1,30.0,-149.92
73.5,1,30.0,-151.89
73.6,1,30.0,-153.86
73.7,1,30.0,-155.82
73.8,1,30.0,-157.79
73.9,1,30.0,-159.76
74.0,1,30.0,-161.72
74.1,1,30.0,-163.69
74.2,1,30.0,-165.66
74.3,1,30.0,-167.62
74.4,1,30.0,-169.59
74.5,1,30.0,-171.56
74.6,1,30.0,-173.53
74.7,1,30.0,-175.49
74.8,1,30.0,-177.46
74.9,1,30.0,-179.43
75.0,1,30.0,-181.39
75.1,1,30.0,-183.36
