timestamp,car_id,est_x,est_y,source
11.1,1,35.0,-200.0,start
13.3,1,35.0,-150.0,inner
28.5,1,30.0,-50.0,inner
42.1,1,-12.5,2.5,inner
50.5,1,-87.5,0.0,inner
63.0,1,-125.0,-45.0,inner
75.5,1,-87.5,-92.5,inner
85.2,1,-12.5,-90.0,inner
100.9,1,35.0,-150.0,inner
109.3,1,35.0,-200.0,end
50.4,2,35.0,-200.0,start
54.4,2,35.0,-150.0,inner
68.0,2,30.0,-50.0,inner
81.9,2,-12.5,2.5,inner
90.2,2,-50.0,-42.5,inner
101.7,2,-12.5,-90.0,inner
116.7,2,35.0,-150.0,inner
124.3,2,35.0,-200.0,end
